Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4820020353,JHS7941,NY,PAS,12/30/2022,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1135A,,BK,,,NB HOWARD AVE @ MARI,ON ST,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820020640,KRZ9834,NY,PAS,12/30/2022,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1138A,,BX,,,EB ALLERTON AVE @ MI,CKLE AVE,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4819909770,RZN9109,TX,PAS,12/29/2022,36,LL,GMC,V,0,0,0,0,,0,0,0,,,0220P,,BX,,,EB E 233RD ST @ KATO,NAH AVE,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4819944873,M69MPA,NJ,PAS,12/29/2022,36,UT,FORD,V,0,0,0,0,,0,0,0,,,0818P,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820135302,40ACDK,FL,PAS,12/28/2022,36,4D,ACURA,V,0,0,0,0,,0,0,0,,,1251P,,QN,,,WB UNION TPK @ 235TH,ST,0,1180,B,T,,,,BLK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4819837291,KVR8048,NY,PAS,12/29/2022,36,2DSD,INFIN,V,0,0,0,0,,0,0,0,,,1248A,,QN,,,WB GOETHALS AVE @ 16,5TH ST,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820094210,PTH9690,GA,PAS,12/31/2022,36,4S,ME/BE,V,0,0,0,0,,0,0,0,,,0849A,,QN,,,EB FOCH BLVD @ 144TH,ST,0,1180,B,T,,,,BLACK,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4819848008,NFSK38,FL,PAS,12/29/2022,36,UT,FORD,V,0,0,0,0,,0,0,0,,,0438A,,BK,,,NB PENNSYLVANIA AVE,@ SUTTER AVE,0,1180,B,T,,,,BLK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820316655,Y78KDV,NJ,PAS,01/01/2023,36,SD,TOYOT,V,0,0,0,0,,0,0,0,,,0234A,,MN,,,EB W 57TH ST @ 10TH,AVE,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820295494,V70NJU,NJ,PAS,12/31/2022,36,SD,DODGE,V,0,0,0,0,,0,0,0,,,1111P,,MN,,,EB W 23RD ST @ 9TH A,VE,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820296966,FDB3544,NY,PAS,12/31/2022,36,CONV,BMW,V,0,0,0,0,,0,0,0,,,1127P,,ST,,,WB WATCHOGUE RD @ CA,NTERBURY AVE,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820428627,KGL1942,NY,PAS,01/01/2023,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0928P,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,WH,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820598235,BB34PG,NJ,PAS,01/02/2023,36,SD,ACURA,V,0,0,0,0,,0,0,0,,,1253A,,BX,,,NB WEBSTER AVE @ E 1,81ST ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821156910,T89NTA,NJ,PAS,01/05/2023,36,UT,ACURA,V,0,0,0,0,,0,0,0,,,0934P,,BK,,,SB GERRITSEN AVE @ F,ORD ST,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821104003,99113NC,NY,COM,01/05/2023,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1051A,,MN,,,SB COLUMBUS AVE @ W,100TH ST,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821280164,A35PAM,NJ,PAS,01/04/2023,36,SD,HONDA,V,0,0,0,0,,0,0,0,,,1154P,,MN,,,EB E HOUSTON ST @ AV,E C,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820752832,BRE327,KY,PAS,01/01/2023,36,4D,HYUND,V,0,0,0,0,,0,0,0,,,0933P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,BLU,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821019644,DYM6434,NY,PAS,01/02/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0131P,,ST,,,NB TARGEE ST @ FINGE,RBOARD RD,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4820683860,AMD7502,NY,PAS,01/02/2023,36,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0431P,,BK,,,SB KNAPP ST @ HARKNE,SS AVE,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822066277,KEN7285,NY,PAS,01/11/2023,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0527A,,QN,,,WB NORTHERN BLVD @ 2,48TH ST,0,1180,B,T,,,,GY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821804402,71749MM,NY,COM,01/07/2023,36,DELV,HIN,V,0,0,0,0,,0,0,0,,,1227P,,QN,,,EB UNION TRPK @ CROS,S ISLAND PKWY,0,1180,B,T,,,,WH,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4821976237,FGZ5690,NY,PAS,12/28/2022,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0143P,,QN,,,WB DITMARS BLVD @ 79,TH ST,0,1180,B,T,,,,GY,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822369663,KTB3029,NY,PAS,01/13/2023,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1142P,,QN,,,WB 31ST AVE @ 57TH S,T,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822262741,ACTNAT,FL,PAS,01/12/2023,36,4D,PORSC,V,0,0,0,0,,0,0,0,,,0825P,,MN,,,NB PARK AVE @ E 37TH,ST,0,1180,B,T,,,,WHI,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822190470,FDN6845,NY,PAS,01/12/2023,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1215A,,BK,,,NB RALPH AVE @ E 65T,H ST,0,1180,B,T,,,,RD,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822263990,ZNC0018,PA,PAS,01/12/2023,36,TK,FORD,V,0,0,0,0,,0,0,0,,,0850P,,MN,,,SB WEST END AVE @ W,70TH ST,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822358021,JPA4182,NY,PAS,01/13/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0905P,,BK,,,SB BAY PKWY @ E 2ND,ST,0,1180,B,T,,,,BL,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822233996,GLH2603,NY,PAS,01/12/2023,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1250P,,QN,,,EB NORTHERN BLVD @ A,LAMEDA AVE,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822161900,KXT1227,NY,PAS,01/10/2023,36,4DSD,TESLA,V,0,0,0,0,,0,0,0,,,0624P,,QN,,,WB HORACE HARDING EX,PWY @ FRANCIS LEWIS,0,1180,B,T,,,,WH,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822218466,GFF3838,NY,PAS,01/12/2023,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1014A,,BX,,,EB CROSS BRONX EXPWY,EXT. @ LAFAYETTE AV,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822165309,KMU1474,NY,PAS,01/10/2023,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0912P,,QN,,,EB LINDEN BLVD @ EME,RALD ST,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822535514,KWE5909,NY,PAS,01/15/2023,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0300A,,BX,,,NB SOUTHERN BLVD @ E,187TH ST,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822518747,JET2653,NY,PAS,01/14/2023,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1139P,,BK,,,NB OCEAN PKWY @ ELMW,OOD AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822633524,HWC7027,PA,PAS,01/15/2023,36,SW,SUBAR,V,0,0,0,0,,0,0,0,,,1035A,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822473508,CTU9748,NY,PAS,01/14/2023,36,SUBN,LEXUS,V,0,13665,0,0,,0,0,0,,,0343P,,QN,,,WB QUEENS BLVD @ 72N,D RD,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822862240,DM87159,IL,PAS,01/13/2023,36,SEDA,DODGE,V,0,0,0,0,,0,0,0,,,0559P,,BX,,,SB WATERS PL @ BRONX,STATE HOSPITAL ENTR,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822939492,KGC9324,NY,PAS,01/16/2023,36,4DSD,DODGE,V,0,0,0,0,,0,0,0,,,0754P,,BK,,,SB SHORE RD @ 91ST S,T,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822906516,9FB9324,MD,PAS,01/15/2023,36,PK,TOYOT,V,0,0,0,0,,0,0,0,,,0853P,,QN,,,WB NORTHERN BLVD @ 6,0TH ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4822925663,DWG6321,NY,PAS,01/16/2023,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0503P,,BX,,,WB SEDGWICK AVE @ SA,XON AVE,0,1180,B,T,,,,BK,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823093240,FBF7525,NY,PAS,01/15/2023,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0955A,,QN,,,WB ASTORIA BLVD @ 31,ST DR,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823145732,N84PWX,NJ,PAS,01/18/2023,36,SD,NISSA,V,0,0,0,0,,0,0,0,,,0850A,,MN,,,EB W 145TH ST @ AMST,ERDAM AVE,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823222313,EEJ6009,NY,PAS,01/15/2023,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0238P,,QN,,,WB HORACE HARDING EX,PWY @ SPRINGFIELD BL,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823004152,KWM5269,NY,PAS,01/17/2023,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,1207P,,ST,,,EB HYLAN BLVD @ CUNN,INGHAM RD,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823785459,C21RLA,NJ,PAS,01/22/2023,36,SD,NISSA,V,0,0,0,0,,0,0,0,,,1131A,,BX,,,SB PARK AVE @ E 176T,H ST,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823407763,27979SH,NY,SCL,01/17/2023,36,SUBN,PONTI,V,0,0,0,0,,0,0,0,,,0403P,,BX,,,WB BRUCKNER BLVD @ F,TELEY AVE,0,1180,B,T,,,,YW,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823355180,F10FZG,NJ,PAS,01/19/2023,36,SD,TOYOT,V,0,0,0,0,,0,0,0,,,1115P,,BK,,,WB PARK AVE @ MARCUS,GARVEY BLVD,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823512110,JRX9688,NY,PAS,01/20/2023,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0814P,,BX,,,EB E TREMONT AVE @ B,LONDELL AVE,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823603916,TUD6273,VA,PAS,01/19/2023,36,SU,ME/BE,V,0,13665,0,0,,0,0,0,,,0546P,,QN,,,WB QUEENS BLVD @ 72N,D RD,0,1180,B,T,,,,WHI,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823635899,4135UE,FL,PAS,01/21/2023,36,UT,NISSA,V,0,0,0,0,,0,0,0,,,0856A,,BK,,,EB OLD FULTON ST @ H,ICKS ST,0,1180,B,T,,,,WHI,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823884450,521418,NY,PAS,01/22/2023,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0129P,,BK,,,EB S CONDUIT AVE @ S,UTTER AVE,0,1180,B,T,,,,BK,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4823915823,LAJ2537,NY,OMS,01/22/2023,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0422P,,BK,,,SB SARATOGA AVE @ MA,CDOUGAL ST,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5125045421,95083,NY,MED,12/21/2022,7,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,1256P,,BK,,,ATLANTIC AVE (W/B) @,BEDFORD AVE,0,1111,D,T,,,,GY,,2019,,0,,FAILURE TO STOP AT RED LIGHT,,,
4823970160,D75PWR,NJ,PAS,01/23/2023,36,UT,ME/BE,V,0,0,0,0,,0,0,0,,,0932A,,QN,,,SB CLEARVIEW EXPWY @,56TH AVE,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5125308328,AL87226,AZ,PAS,01/08/2023,7,Van,Chevr,V,0,0,0,0,,0,0,0,,,0506A,,BK,,,PENNSYLVANIA AVE (S/,B) @ SEAVIEW AVE,0,1111,D,T,,,,,,2022,,0,,FAILURE TO STOP AT RED LIGHT,,,
5125105648,XCVR87,NJ,PAS,12/25/2022,7,PV,CHEVR,V,0,0,0,0,,0,0,0,,,0606A,,MN,,,12TH AVE (N/B) @ W 5,7TH ST,0,1111,D,T,,,,,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5125212441,9FE4414,MD,PAS,01/01/2023,7,UT,DODGE,V,0,0,0,0,,0,0,0,,,1154A,,BK,,,EASTERN PKWY (W/B) @,HOWARD AVE,0,1111,D,T,,,,,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
8820947730,KYZ7757,NY,PAS,01/10/2023,21,4DSD,HONDA,T,36670,13510,19990,20241107,30,30,30,346357,T103,A,0753A,,NY,F,330,W 145th St,,0,408,D1,,Y  Y,0730A,0800A,BK,,2009,,0,S,21-No Parking (street clean),,,
8570848614,KFP3597,NY,PAS,01/03/2023,71,SUBN,SUBAR,T,60830,40930,18630,20241104,71,71,71,362176,T302,Q,0959A,,K,O,30,Midwood St,,0,408,J6,,YYYYYYY,,,GR,,2017,,0,08,71A-Insp Sticker Expired (NYS),,,
8864589612,KGA6402,NY,PAS,12/30/2022,21,4DSD,MAZDA,T,8540,37290,8440,20241013,114,114,114,366526,T401,C,0844A,,Q,F,32-45,34th St,,0,408,D1,,Y  Y,0830A,1000A,GY,,2016,,0,28-A,21-No Parking (street clean),,,
8820378190,KGA9688,NY,OMS,01/16/2023,16,4DSD,NISSA,T,34710,10410,10510,20230930,18,18,18,363972,T106,L,0629P,,NY,F,30,W 47th St,,0,408,K2,,YYYYYYY,0200P,0700A,GY,,2021,,0,33,16A-No Std (Com Veh) Non-COM,,,
8860844873,LWC3797,PA,PAS,12/30/2022,21,SUBN,HYUND,T,15990,48990,6440,88888888,114,114,114,361130,T401,L,0950A,,Q,O,19-35,76th St,,0,408,D1,,Y,0930A,1100A,RED,,0,,0,E,21-No Parking (street clean),,,
8910099616,BRGD63,CO,PAS,01/17/2023,31,4DSD,TOYOT,T,17210,32645,13610,20238888,6,6,6,373117,T102,H,0806A,,NY,F,54,E 11th St,,0,408,L3,,YYYYY,0800A,0600P,WHITE,,0,,0,28,31-No Stand (Com. Mtr. Zone),,,
8903635255,KSS3442,NY,PAS,01/12/2023,40,2DSD,KIA,T,53720,24420,77650,20231226,47,47,47,355281,T801,A,0950P,,BX,F,2043,Nereid Ave,,0,408,E2,,YYYYYYY,,,BL,,2013,,0,D,40-Fire Hydrant,,,
8877184267,XCBH29,NJ,PAS,01/10/2023,14,DELV,HIN,T,34430,10410,13610,20230188,14,14,14,359594,T102,D,1050A,,NY,F,33,W 33rd St,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,99,14-No Standing,,,
8889274141,T687167C,NY,OMT,01/23/2023,21,4DSD,TOYOT,T,42230,35080,35130,20231231,70,70,70,371227,T302,B,1202P,,K,F,717,Friel Pl,,0,408,D1,,Y,1130A,0100P,BK,,2016,,0,09,21-No Parking (street clean),,,
8902345543,KHX2806,NY,PAS,01/17/2023,21,SUBN,HONDA,T,35050,11710,44990,20230210,20,20,20,369598,T103,F,0910A,,NY,F,216,W 64th St,,0,408,D1,,Y  Y,0900A,1030A,RD,,2016,,0,15,21-No Parking (street clean),,,
8864593433,99700NA,NY,COM,01/19/2023,21,DELV,FRUEH,T,37290,8940,9090,20230531,114,114,114,366526,T401,C,0819A,,Q,F,37-17,Broadway,,0,408,D1,,YYYYYY,0800A,0830A,WH,,2021,,0,30-A,21-No Parking (street clean),,,
8905198806,JKK9635,NY,PAS,12/28/2022,38,4DSD,ME/BE,T,15140,28990,59990,20230826,112,112,112,357319,T402,G,1241P,,Q,F,108-12,72nd Ave,,0,408,H1,,YYYYYY,0830A,0700P,WH,,2019,403800,0,08,38-Failure to Dsplay Meter Rec,,,
8897094685,95515NC,NY,COM,01/24/2023,21,VAN,FORD,T,12610,13310,13000,20241031,6,6,6,372232,T102,H,1005A,,NY,F,65,Barrow St,,0,408,D1,,Y  Y,0900A,1030A,WH,,2020,,0,14,21-No Parking (street clean),,,
8876935319,KZR4431,NY,PAS,01/24/2023,20,SUBN,HONDA,T,20590,51590,14740,20250111,112,112,112,356342,T402,O,1100A,,Q,F,6967,112th St,,0,408,D,,YYYYYYY,,,GY,,2009,,0,K,20A-No Parking (Non-COM),,,
8975643918,KSH6908,NY,PAS,01/03/2023,71,4DSD,NISSA,T,91480,76950,64230,20231128,60,60,60,373746,T302,J,0318P,,K,F,2760,W 22nd St,,0,408,J6,,YYYYYYY,,,WH,,2020,,0,A,71A-Insp Sticker Expired (NYS),,,
8916640854,JKW7686,NY,PAS,01/26/2023,14,SUBN,CHEVR,T,0,0,0,20230920,70,70,70,373720,T302,F,1111A,,K,I,W,Bedford Ave,180ft N/of Campus Rd,0,408,C,,YYYYYYY,,,BK,,2019,,0,10,14-No Standing,,,
8949378358,30968JX,NY,COM,01/12/2023,21,VAN,WORKH,T,18810,10110,10010,88888888,19,19,19,364926,T103,C,1127A,,NY,O,350,E 91st St,,0,408,D1,,Y  Y,1100A,1230A,BROWN,,2007,,0,58,21-No Parking (street clean),,,
8955439313,HUC7870,NY,PAS,01/24/2023,21,SUBN,JEEP,T,35670,15710,11710,20230711,24,24,24,373127,T103,FF,1220P,,NY,F,128,W 95th St,,0,408,D1,,Y  Y,1130A,0100P,BK,,2020,,0,36,21-No Parking (street clean),,,
8933387766,36314MK,NY,COM,01/13/2023,14,DELV,HIN,T,34710,10410,10510,20230331,18,18,18,370881,T106,D,1102A,,NY,F,30,W 47th St,,0,408,C,,YYYYY,0700A,0200P,WH,,2017,,0,10,14-No Standing,,,
8947175018,V67NRK,NJ,PAS,01/19/2023,38,SUBN,JEEP,T,37130,13610,21190,88888888,33,33,33,374577,T103,PP,0215P,,NY,O,650,W 168th St,,0,408,H1,,YYYYYY,0830A,0700P,GREY,,0,108921,0,70,38-Failure to Dsplay Meter Rec,,,
8995491784,JFT9104,NY,PAS,01/16/2023,71,4DSD,AUDI,T,42730,0,0,20230114,84,84,84,349904,T301,B,0451P,,K,I,W,Cadman Plaza West,65ft N/of Montague S,0,408,J6,,YYYYYYY,,,WH,,2015,,0,01,71A-Insp Sticker Expired (NYS),,,
8980741467,LAK1959,NY,999,01/24/2023,71,SUBN,TOYOT,T,10730,0,0,88888888,68,68,68,374659,T302,D,0137P,,K,I,N,83rd St,30ft W/of 4th Ave,0,408,J6,,YYYYYYY,,,SILVE,,0,,0,21,71-Insp. Sticker Missing (NYS,,,
8997953473,LBE801,MB,PAS,01/26/2023,14,SUBN,SUBAR,T,34570,0,0,88888888,14,14,14,341220,T730,A,0757A,,NY,I,N,W 40th St,15ft W/of Broadway,0,408,C,,YYYYYY,0700A,0700P,WHITE,,0,,0,01,14-No Standing,,,
9016302268,M94MKP,NJ,PAS,01/15/2023,20,SUBN,LEXUS,T,11010,34630,34650,88888888,18,18,18,370883,T106,N,1142A,,NY,F,606,10th Ave,,0,408,D,,YYYYYYY,1000A,0700P,GREY,,0,,0,24,20A-No Parking (Non-COM),,,
8985126738,8WRD889,CA,PAS,01/23/2023,21,4DSD,HONDA,T,54130,83330,55530,20220988,79,79,79,361813,T301,Q,1229P,,K,F,849,Lafayette Ave,,0,408,D1,,Y  Y,1200A,0130P,BLUE,,0,,0,09,21-No Parking (street clean),,,
9015331005,15052ML,NY,COM,01/17/2023,69,DELV,CHEVR,T,34670,10410,10510,20240731,14,14,14,367926,T106,A,1033A,,NY,O,60,W 45th St,,0,408,H1,,YYYYY,0700A,0600P,WHITE,,2017,105453,0,11,69-Fail to Dsp Prking Mtr Rcpt,,,
9021054097,73188PC,NY,APP,01/24/2023,14,REFG,HIN,T,55090,11110,11090,20230331,104,104,104,351318,T402,R,0116P,,Q,O,61-26,Maurice Ave,,0,408,C,,YYYYYYY,,,WH,,2019,,0,A,14-No Standing,,,
9021542468,PJ902G,FL,PAS,01/16/2023,16,N/S,BUICK,T,66330,0,0,20230488,94,94,94,368636,T301,P,0237P,,K,I,S,N 7th St,20ft E/of Wythe Ave,0,408,K2,,YYYYY,0700A,0300P,WHITE,,0,,0,SPCL,16A-No Std (Com Veh) Non-COM,,,
9020519748,S90RHT,NJ,PAS,01/07/2023,21,SUBN,HYUND,T,51090,20190,20340,88888888,102,102,102,370282,T402,S,0739A,,Q,F,108-07,Jamaica Ave,,0,408,D1,,YYYYYY,0730A,0800A,GREY,,0,,0,34,21-No Parking (street clean),,,
9021623500,62111MM,NY,COM,01/24/2023,46,VAN,FRUEH,T,44890,0,0,88888888,1,1,1,375340,T105,G,0305P,,NY,I,E,W Broadway,30ft N/of Thomas St,0,408,F1,,YYYYYYY,,,BROWN,,2019,,0,050,46B-Double Parking (Com-100Ft),,,
9023182182,KVC8128,NY,PAS,12/29/2022,46,SUBN,NISSA,T,81430,75430,86630,20240504,77,77,77,364909,MTTF,D,0820A,,K,O,1367,Sterling Pl,,0,408,F1,,YYYYYYY,,,GY,,2006,,0,01,46A-Double Parking (Non-COM),,,
9023018620,KSY1407,NY,PAS,01/17/2023,21,2DSD,VOLKS,T,72830,58730,85730,20231101,79,79,79,373710,T301,I,0839A,,K,F,100,Pulaski St,,0,408,D1,,Y  Y,0800A,0930A,BLACK,,2010,,0,09,21-No Parking (street clean),,,
4029208897,T794149C,NY,OMT,03/12/2023,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0640P,,MN,,,EB E 14TH STREET @ B,ROADWAY,0,1111,C,T,,,,GY,,2020,,0,,BUS LANE VIOLATION,,,
9021868313,51197MJ,NY,COM,12/29/2022,69,VAN,FORD,T,34310,10510,10610,20240831,10,10,10,373784,T102,T,0111P,,NY,O,109,W 27th St,,0,408,H1,,YYYYY,0800A,0600P,WH,,2016,105151,0,99,69-Fail to Dsp Prking Mtr Rcpt,,,
9024269246,86165MM,NY,COM,12/30/2022,14,VAN,FORD,T,42730,90130,89730,88888888,88,88,88,374615,T301,T,0523P,,K,F,886,Fulton St,,0,408,C,,YYYYY,0200P,0700P,BROWN,,2019,,0,06,14-No Standing,,,
9024353920,PNY55,NY,OMT,01/20/2023,31,4DSD,LINCO,T,34390,10410,13610,20231231,10,10,10,373676,T102,X,0547P,,NY,F,3,W 31st St,,0,408,L3,,YYYYY,0800A,1000P,BK,,2019,,0,99,31-No Stand (Com. Mtr. Zone),,,
9023734695,AC76703,CT,999,01/09/2023,21,4DSD,HONDA,T,18490,10410,25390,20238888,19,19,19,368518,T103,E,0927A,,NY,F,3,E 75th St,,0,408,D1,,Y  Y,0900A,1030A,GREY,,0,,0,02,21-No Parking (street clean),,,
9023586141,16213TC,NY,TRC,01/20/2023,10,TRAC,PETER,T,13610,34810,34830,20230131,18,18,18,365357,T106,G,0920A,,NY,F,1674,Broadway,,0,408,B,,YYYYYYY,,,WHITE,,2013,,0,25,10-No Stopping,,,
9024253494,1FB9659,MD,PAS,12/29/2022,38,SUBN,FORD,T,28830,54050,14480,20230688,61,61,61,370808,T302,D,0343P,,K,F,2078,Coney Island Ave,,0,408,H1,,YYYYYY,0900A,0700P,WHITE,,0,313340,0,46,38-Failure to Dsplay Meter Rec,,,
9023668674,KHK8893,NY,PAS,12/29/2022,21,4DSD,INFIN,T,16840,52090,59990,20240305,102,102,102,369615,T402,C,1010A,,Q,F,123-35,82nd Rd,,0,408,D1,,Y,1000A,1130A,GY,,2012,,0,11,21-No Parking (street clean),,,
9023963740,LGM3328,PA,PAS,01/02/2023,19,SUBN,PORSC,T,12670,13670,10015,20238888,1,1,1,363127,T105,M,0706A,,NY,O,20,Battery Pl,,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,A,19-No Stand (bus stop),,,
9023801430,UVV3813,VA,PAS,12/30/2022,21,4DSD,HONDA,T,81530,18630,73690,20230888,71,71,71,371233,T302,Y,0857A,,K,F,130,Sterling St,,0,408,D1,,Y  Y,0830A,1000A,BLACK,,0,,0,11,21-No Parking (street clean),,,
9024698108,KPY4229,NY,PAS,12/29/2022,70,2DSD,HONDA,T,34270,0,0,88888888,10,10,10,373677,T102,D,1110A,,NY,I,N,W 25th St,125ft E/of 9th Ave,0,408,J3,,YYYYYYY,,,BLACK,,0,,0,16,70-Reg. Sticker Missing (NYS),,,
